"task","id","group","session","trial","condition","trialxcondition","gripFreq","peak","AUC","gripFreq_calib","peak_calib","AUC_calib"
"PIT",112,"control","second",7,"CSplus",1,19,33,135,19,33,152
"PIT",112,"control","second",8,"CSplus",2,12,30,81,12,31,90
"PIT",112,"control","second",9,"CSplus",3,14,28,93,14,31,105
"PIT",112,"control","second",10,"CSplus",4,9,31,43,10,32,57
"PIT",112,"control","second",11,"CSplus",5,15,29,94,15,30,105
"PIT",112,"control","second",12,"CSplus",6,3,30,8,6,31,20
"PIT",112,"control","second",13,"CSminus",4,16,33,62,16,35,83
"PIT",112,"control","second",14,"CSminus",5,16,31,89,16,32,104
"PIT",112,"control","second",15,"CSminus",6,14,30,71,15,31,84
"PIT",112,"control","second",16,"BL",4,14,30,55.5,14,31,72.5
"PIT",112,"control","second",17,"BL",5,10,26,53,10,28,60
"PIT",112,"control","second",18,"BL",6,14,31,101,14,32,109
"PIT",112,"control","second",19,"CSplus",7,10,31,60,10,32,65
"PIT",112,"control","second",20,"CSplus",8,15,32,89,15,33,100
"PIT",112,"control","second",21,"CSplus",9,13,32,75,13,32,90
"PIT",112,"control","second",22,"CSminus",7,14,32,62,14,34,78
"PIT",112,"control","second",23,"CSminus",8,13,29,83,13,31,89
"PIT",112,"control","second",24,"CSminus",9,13,34,69.5,14,35,80.5
"PIT",112,"control","second",25,"BL",7,11,33,84,11,34,92
"PIT",112,"control","second",26,"BL",8,10,32,69,10,32,78
"PIT",112,"control","second",27,"BL",9,12,30,71,12,31,81
"PIT",112,"control","second",28,"BL",10,16,33,75,18,34,97
"PIT",112,"control","second",29,"BL",11,10,36,38,12,36,54
"PIT",112,"control","second",30,"BL",12,13,33,94,13,34,103
"PIT",112,"control","second",31,"CSplus",10,15,30,94,15,32,105
"PIT",112,"control","second",32,"CSplus",11,15,31,96,15,33,112
"PIT",112,"control","second",33,"CSplus",12,13,32,68,14,36,91
"PIT",112,"control","second",34,"CSminus",10,17,31,116.5,17,32,124.5
"PIT",112,"control","second",35,"CSminus",11,19,27,117.5,20,28,131.5
"PIT",112,"control","second",36,"CSminus",12,17,32,106,17,35,117
"PIT",112,"control","second",37,"CSminus",13,16,31,102,16,32,108
"PIT",112,"control","second",38,"CSminus",14,14,30,57,15,33,69
"PIT",112,"control","second",39,"CSminus",15,16,33,87,16,33,102
"PIT",112,"control","second",40,"BL",13,16,30,78,16,31,96
"PIT",112,"control","second",41,"BL",14,13,32,70,13,33,84
"PIT",112,"control","second",42,"BL",15,12,34,79.5,12,34,88.5
"PIT",112,"control","second",43,"CSplus",13,13,30,106,13,31,111
"PIT",112,"control","second",44,"CSplus",14,13,32,86,13,32,100
"PIT",112,"control","second",45,"CSplus",15,14,33,87.5,14,33,97.5
"PIT",113,"control","second",1,"BL",1,14,35,178,12,25,150
"PIT",113,"control","second",2,"BL",2,21,35,272,20,27,239
"PIT",113,"control","second",3,"BL",3,22,37,338,22,31,309
"PIT",113,"control","second",4,"CSminus",1,21,37,313.5,20,31,276
"PIT",113,"control","second",5,"CSminus",2,23,39,299.5,22,35,254.5
"PIT",113,"control","second",6,"CSminus",3,21,38,277.5,21,33,238.5
"PIT",113,"control","second",7,"CSplus",1,22,37,169.5,18,29,95.5
"PIT",113,"control","second",8,"CSplus",2,22,39,259,22,36,213
"PIT",113,"control","second",9,"CSplus",3,20,37,164,15,36,91
"PIT",113,"control","second",10,"CSminus",4,22,34,166,12,31,63
"PIT",113,"control","second",11,"CSminus",5,23,39,176.5,17,33,76
"PIT",113,"control","second",12,"CSminus",6,27,40,197,18,34,105
"PIT",113,"control","second",13,"BL",4,26,32,184,16,30,87
"PIT",113,"control","second",14,"BL",5,26,36,182,18,32,101
"PIT",113,"control","second",15,"BL",6,27,37,148,12,34,51
"PIT",113,"control","second",16,"CSplus",4,28,35,184,18,31,88
"PIT",113,"control","second",17,"CSplus",5,24,39,152.5,14,35,64
"PIT",113,"control","second",18,"CSplus",6,27,39,223,25,30,158
"PIT",113,"control","second",19,"CSminus",7,23,40,146,15,35,89
"PIT",113,"control","second",20,"CSminus",8,26,41,188.5,21,31,120
"PIT",113,"control","second",21,"CSminus",9,27,39,193.5,22,33,124
"PIT",113,"control","second",22,"CSplus",7,28,38,192,22,33,111
"PIT",113,"control","second",23,"CSplus",8,24,35,139,15,29,69
"PIT",113,"control","second",24,"CSplus",9,29,36,226.5,27,31,175.5
"PIT",113,"control","second",25,"BL",7,27,36,183.5,22,33,111
"PIT",113,"control","second",26,"BL",8,27,36,195,22,32,126
"PIT",113,"control","second",27,"BL",9,29,38,205,26,33,140
"PIT",113,"control","second",28,"CSminus",10,23,38,102.5,11,35,40.5
"PIT",113,"control","second",29,"CSminus",11,28,37,139,16,35,52
"PIT",113,"control","second",30,"CSminus",12,29,35,182,19,29,99
"PIT",113,"control","second",31,"CSplus",10,29,32,164,16,30,71
"PIT",113,"control","second",32,"CSplus",11,28,38,206.5,25,31,148.5
"PIT",113,"control","second",33,"CSplus",12,29,38,141,13,34,44
"PIT",113,"control","second",34,"BL",10,29,39,176,23,34,98
"PIT",113,"control","second",35,"BL",11,30,40,207.5,25,32,130.5
"PIT",113,"control","second",36,"BL",12,27,35,139.5,16,29,61.5
"PIT",113,"control","second",37,"CSplus",13,30,36,160.5,22,30,78
"PIT",113,"control","second",38,"CSplus",14,29,37,177,20,33,85
"PIT",113,"control","second",39,"CSplus",15,27,38,172,22,33,105
"PIT",113,"control","second",40,"CSminus",13,25,37,123,12,29,41
"PIT",113,"control","second",41,"CSminus",14,21,33,119,13,27,47
"PIT",113,"control","second",42,"CSminus",15,24,37,183.5,17,27,109
"PIT",113,"control","second",43,"BL",13,21,38,96,3,33,9
"PIT",113,"control","second",44,"BL",14,23,37,117.5,6,34,15
"PIT",113,"control","second",45,"BL",15,28,36,149,9,31,30
"PIT",114,"control","second",1,"CSplus",1,31,19,139,32,27,164
"PIT",114,"control","second",2,"CSplus",2,32,15,149,32,22,171
"PIT",114,"control","second",3,"CSplus",3,23,18,92,29,23,130
"PIT",114,"control","second",4,"BL",1,25,25,112,29,31,164
"PIT",114,"control","second",5,"BL",2,23,26,75,28,32,142
"PIT",114,"control","second",6,"BL",3,22,24,111,21,30,153
"PIT",114,"control","second",7,"CSminus",1,25,28,155,27,33,192
"PIT",114,"control","second",8,"CSminus",2,18,27,81,22,34,126
"PIT",114,"control","second",9,"CSminus",3,10,28,50,24,34,105
"PIT",114,"control","second",10,"CSminus",4,6,27,32,16,35,67
"PIT",114,"control","second",11,"CSminus",5,8,24,39,20,33,102
"PIT",114,"control","second",12,"CSminus",6,6,29,22,17,31,78.5
"PIT",114,"control","second",13,"BL",4,11,31,87,12,32,135
"PIT",114,"control","second",14,"BL",5,16,29,83,19,34,135
"PIT",114,"control","second",15,"BL",6,9,24,53,17,32,107
"PIT",114,"control","second",16,"CSplus",4,13,27,44,17,33,90
"PIT",114,"control","second",17,"CSplus",5,7,29,114,7,33,123
"PIT",114,"control","second",18,"CSplus",6,9,25,192.5,10,33,219.5
"PIT",114,"control","second",19,"CSminus",7,8,24,94,14,29,144
"PIT",114,"control","second",20,"CSminus",8,14,28,104,15,31,144
"PIT",114,"control","second",21,"CSminus",9,11,27,60,14,31,94
"PIT",114,"control","second",22,"BL",7,14,28,96,18,32,140
"PIT",114,"control","second",23,"BL",8,6,28,43,13,30,85
"PIT",114,"control","second",24,"BL",9,4,27,34,8,32,68
"PIT",114,"control","second",25,"CSplus",7,9,25,33,17,31,81.5
"PIT",114,"control","second",26,"CSplus",8,1,27,4,5,35,17
"PIT",114,"control","second",27,"CSplus",9,4,28,35.5,5,35,47.5
"PIT",114,"control","second",28,"CSminus",10,6,28,72,10,34,100
"PIT",114,"control","second",29,"CSminus",11,2,27,46,6,31,61
"PIT",114,"control","second",30,"CSminus",12,3,29,22,7,34,45
"PIT",114,"control","second",31,"BL",10,4,25,17,13,31,51
"PIT",114,"control","second",32,"BL",11,4,27,19,8,33,66
"PIT",114,"control","second",33,"BL",12,4,23,64,6,27,83
"PIT",114,"control","second",34,"CSplus",10,11,25,126.5,11,32,169.5
"PIT",114,"control","second",35,"CSplus",11,6,27,77,6,29,97
"PIT",114,"control","second",36,"CSplus",12,11,25,105,11,34,137
"PIT",114,"control","second",37,"CSplus",13,9,25,98,9,33,115
"PIT",114,"control","second",38,"CSplus",14,9,28,41,11,34,77.5
"PIT",114,"control","second",39,"CSplus",15,15,26,71,19,36,116.5
"PIT",114,"control","second",40,"CSminus",13,23,24,154,23,30,180
"PIT",114,"control","second",41,"CSminus",14,26,22,93,29,30,151
"PIT",114,"control","second",42,"CSminus",15,9,30,39,13,33,66
"PIT",114,"control","second",43,"BL",13,4,28,8,6,34,24
"PIT",114,"control","second",44,"BL",14,0,27,0,11,30,20
"PIT",114,"control","second",45,"BL",15,0,24,0,5,34,14
"PIT",115,"control","second",1,"CSplus",1,18,33,171,18,33,172
"PIT",115,"control","second",2,"CSplus",2,24,31,164,24,31,166
"PIT",115,"control","second",3,"CSplus",3,24,33,172,24,33,172
"PIT",115,"control","second",4,"BL",1,25,33,209,25,33,210
"PIT",115,"control","second",5,"BL",2,25,36,261,25,36,261
"PIT",115,"control","second",6,"BL",3,26,38,256,26,38,257
"PIT",115,"control","second",7,"CSminus",1,26,37,247.5,26,39,248.5
"PIT",115,"control","second",8,"CSminus",2,25,35,233,25,35,235
"PIT",115,"control","second",9,"CSminus",3,25,34,249,25,34,250
"PIT",115,"control","second",10,"CSplus",4,24,40,251,25,40,253
"PIT",115,"control","second",11,"CSplus",5,25,34,235.5,25,34,235.5
"PIT",115,"control","second",12,"CSplus",6,25,35,238.5,25,35,239.5
"PIT",115,"control","second",13,"CSminus",4,25,37,252.5,25,37,252.5
"PIT",115,"control","second",14,"CSminus",5,25,37,229,25,37,229
"PIT",115,"control","second",15,"CSminus",6,25,38,232.5,25,38,235.5
"PIT",115,"control","second",16,"BL",4,23,38,233,23,38,233
"PIT",115,"control","second",17,"BL",5,24,34,240,23,34,241
"PIT",115,"control","second",18,"BL",6,24,36,222,24,36,224
"PIT",115,"control","second",19,"CSminus",7,23,36,202,23,36,204
"PIT",115,"control","second",20,"CSminus",8,24,37,227.5,24,38,228.5
"PIT",115,"control","second",21,"CSminus",9,23,36,201,23,36,203
"PIT",115,"control","second",22,"BL",7,24,41,248,24,41,248
"PIT",115,"control","second",23,"BL",8,23,36,206.5,23,36,206.5
"PIT",115,"control","second",24,"BL",9,24,37,235,24,37,236
"PIT",115,"control","second",25,"CSplus",7,24,39,230.5,24,39,230.5
"PIT",115,"control","second",26,"CSplus",8,25,39,218,25,39,219
"PIT",115,"control","second",27,"CSplus",9,22,35,203,22,35,203
"PIT",115,"control","second",28,"CSplus",10,23,39,231,23,39,232
"PIT",115,"control","second",29,"CSplus",11,25,36,216,25,36,219
"PIT",115,"control","second",30,"CSplus",12,23,37,140,23,37,144
"PIT",115,"control","second",31,"CSminus",10,19,36,88,19,36,91
"PIT",115,"control","second",32,"CSminus",11,23,36,108,22,36,109
"PIT",115,"control","second",33,"CSminus",12,18,38,88,18,38,88
"PIT",115,"control","second",34,"BL",10,14,36,51,13,36,53
"PIT",115,"control","second",35,"BL",11,15,36,68,15,36,70
"PIT",115,"control","second",36,"BL",12,18,35,92,18,35,95
"PIT",115,"control","second",37,"CSminus",13,17,33,77,18,33,80
"PIT",115,"control","second",38,"CSminus",14,20,39,96,20,39,97
"PIT",115,"control","second",39,"CSminus",15,20,38,101.5,20,38,102.5
"PIT",115,"control","second",40,"BL",13,19,41,98,21,41,103
"PIT",115,"control","second",41,"BL",14,18,39,82,19,39,83
"PIT",115,"control","second",42,"BL",15,17,37,86,17,37,88
"PIT",115,"control","second",43,"CSplus",13,18,36,127,19,36,130
"PIT",115,"control","second",44,"CSplus",14,20,36,92,20,36,94
"PIT",115,"control","second",45,"CSplus",15,22,38,148,22,38,148
"PIT",116,"control","second",1,"CSminus",1,27,6,59,49,34,244
"PIT",116,"control","second",2,"CSminus",2,3,9,4,44,32,162
"PIT",116,"control","second",3,"CSminus",3,1,5,2,43,38,170
"PIT",116,"control","second",4,"BL",1,10,9,27,47,34,207
"PIT",116,"control","second",5,"BL",2,4,8,8,48,36,225
"PIT",116,"control","second",6,"BL",3,3,6,7,40,36,190
"PIT",116,"control","second",7,"CSplus",1,0,10,0,39,39,164.5
"PIT",116,"control","second",8,"CSplus",2,9,7,31,36,36,197
"PIT",116,"control","second",9,"CSplus",3,4,8,20,33,40,175
"PIT",116,"control","second",10,"CSplus",4,3,10,8,50,35,199
"PIT",116,"control","second",11,"CSplus",5,9,10,30,42,35,214
"PIT",116,"control","second",12,"CSplus",6,7,7,20,33,37,178.5
"PIT",116,"control","second",13,"CSminus",4,0,5,0,38,39,133.5
"PIT",116,"control","second",14,"CSminus",5,8,9,24,39,36,188
"PIT",116,"control","second",15,"CSminus",6,2,8,7,34,36,132
"PIT",116,"control","second",16,"BL",4,0,8,0,28,38,112
"PIT",116,"control","second",17,"BL",5,2,8,5,37,34,174.5
"PIT",116,"control","second",18,"BL",6,1,9,2,38,41,139.5
"PIT",116,"control","second",19,"CSminus",7,0,4,0,44,35,180
"PIT",116,"control","second",20,"CSminus",8,5,6,13,36,35,167.5
"PIT",116,"control","second",21,"CSminus",9,3,7,12,41,38,190
"PIT",116,"control","second",22,"CSplus",7,3,4,8,37,35,148.5
"PIT",116,"control","second",23,"CSplus",8,0,11,0,18,38,56.5
"PIT",116,"control","second",24,"CSplus",9,1,9,3,26,37,96
"PIT",116,"control","second",25,"BL",7,2,9,4,28,35,120
"PIT",116,"control","second",26,"BL",8,4,7,10,28,35,113
"PIT",116,"control","second",27,"BL",9,0,9,0,41,37,160.5
"PIT",116,"control","second",28,"BL",10,1,8,1,47,36,159
"PIT",116,"control","second",29,"BL",11,2,10,6,43,34,145
"PIT",116,"control","second",30,"BL",12,0,9,0,34,34,116
"PIT",116,"control","second",31,"CSplus",10,0,10,0,42,37,153.5
"PIT",116,"control","second",32,"CSplus",11,5,5,13,46,36,163
"PIT",116,"control","second",33,"CSplus",12,3,7,9,42,37,155
"PIT",116,"control","second",34,"CSminus",10,4,5,9,39,36,136
"PIT",116,"control","second",35,"CSminus",11,3,6,6,30,34,110
"PIT",116,"control","second",36,"CSminus",12,0,7,0,35,37,103.5
"PIT",116,"control","second",37,"CSminus",13,0,3,0,38,32,109
"PIT",116,"control","second",38,"CSminus",14,6,5,13,41,39,167.5
"PIT",116,"control","second",39,"CSminus",15,7,6,30,46,33,181
"PIT",116,"control","second",40,"CSplus",13,3,6,8,31,37,117
"PIT",116,"control","second",41,"CSplus",14,3,7,7,44,38,166
"PIT",116,"control","second",42,"CSplus",15,0,7,0,44,36,145
"PIT",116,"control","second",43,"BL",13,2,3,7,48,38,172.5
"PIT",116,"control","second",44,"BL",14,0,9,0,44,39,152
"PIT",116,"control","second",45,"BL",15,0,6,0,42,36,136
"PIT",118,"control","second",1,"CSplus",1,4,29,246,4,29,246
"PIT",118,"control","second",2,"CSplus",2,3,27,314,3,27,314
"PIT",118,"control","second",3,"CSplus",3,6,28,273,6,28,273
"PIT",118,"control","second",4,"BL",1,6,33,243.5,6,33,244.5
"PIT",118,"control","second",5,"BL",2,6,32,277,6,33,279
"PIT",118,"control","second",6,"BL",3,7,30,257.5,7,31,258.5
"PIT",118,"control","second",7,"CSminus",1,6,32,267,6,32,268
"PIT",118,"control","second",8,"CSminus",2,7,33,279,7,33,281
"PIT",118,"control","second",9,"CSminus",3,7,29,279,7,30,281
"PIT",118,"control","second",10,"CSplus",4,7,31,243.5,7,33,244.5
"PIT",118,"control","second",11,"CSplus",5,6,31,255,7,31,258
"PIT",118,"control","second",12,"CSplus",6,8,28,249.5,8,29,250.5
"PIT",118,"control","second",13,"CSminus",4,8,33,268.5,8,33,269.5
"PIT",118,"control","second",14,"CSminus",5,8,30,259,8,31,260
"PIT",118,"control","second",15,"CSminus",6,9,30,242.5,9,30,243.5
"PIT",118,"control","second",16,"BL",4,8,32,205,8,32,206
"PIT",118,"control","second",17,"BL",5,9,31,220.5,9,31,223.5
"PIT",118,"control","second",18,"BL",6,9,29,180.5,9,31,183.5
"PIT",118,"control","second",19,"BL",7,8,30,200,8,30,200
"PIT",118,"control","second",20,"BL",8,8,29,176,8,31,178
"PIT",118,"control","second",21,"BL",9,7,30,148,7,31,150
"PIT",118,"control","second",22,"CSminus",7,8,32,168,8,32,169
"PIT",118,"control","second",23,"CSminus",8,8,34,167,8,34,169
"PIT",118,"control","second",24,"CSminus",9,8,32,149,8,33,149
"PIT",118,"control","second",25,"CSplus",7,8,32,116,8,34,118
"PIT",118,"control","second",26,"CSplus",8,8,31,131,8,32,131
"PIT",118,"control","second",27,"CSplus",9,7,34,100,7,34,105
"PIT",118,"control","second",28,"CSplus",10,8,33,121,8,33,123
"PIT",118,"control","second",29,"CSplus",11,8,30,103,8,32,107
"PIT",118,"control","second",30,"CSplus",12,8,33,111,8,34,116
"PIT",118,"control","second",31,"CSminus",10,7,31,138,8,31,143
"PIT",118,"control","second",32,"CSminus",11,8,31,137,8,32,139
"PIT",118,"control","second",33,"CSminus",12,7,32,114,8,33,119
"PIT",118,"control","second",34,"BL",10,8,32,110,8,34,113
"PIT",118,"control","second",35,"BL",11,6,32,66,8,33,76
"PIT",118,"control","second",36,"BL",12,8,34,71,8,35,83
"PIT",118,"control","second",37,"CSplus",13,0,35,0,1,36,4
"PIT",118,"control","second",38,"CSplus",14,4,32,24,6,33,37
"PIT",118,"control","second",39,"CSplus",15,1,31,3,1,32,5
"PIT",118,"control","second",40,"BL",13,1,33,3,1,33,7
"PIT",118,"control","second",41,"BL",14,0,31,0,0,32,0
"PIT",118,"control","second",42,"BL",15,0,30,0,0,30,0
"PIT",118,"control","second",43,"CSminus",13,1,33,2,1,34,6
"PIT",118,"control","second",44,"CSminus",14,0,32,0,0,32,0
"PIT",118,"control","second",45,"CSminus",15,0,30,0,0,30,0
"PIT",119,"control","second",1,"CSminus",1,4,8,79,4,13,88
"PIT",119,"control","second",2,"CSminus",2,5,10,62,5,18,67
"PIT",119,"control","second",3,"CSminus",3,3,10,28,3,18,32
"PIT",119,"control","second",4,"BL",1,3,14,24,3,19,28
"PIT",119,"control","second",5,"BL",2,4,8,33,4,17,44
"PIT",119,"control","second",6,"BL",3,2,13,6,5,19,24
"PIT",119,"control","second",7,"CSplus",1,1,4,17,2,16,32
"PIT",119,"control","second",8,"CSplus",2,4,8,26,4,17,35
"PIT",119,"control","second",9,"CSplus",3,3,10,17,4,19,28
"PIT",119,"control","second",10,"BL",4,3,7,18,4,15,33
"PIT",119,"control","second",11,"BL",5,3,5,11,3,18,25
"PIT",119,"control","second",12,"BL",6,3,12,11,4,15,31
"PIT",119,"control","second",13,"CSminus",4,3,8,19,4,21,32
"PIT",119,"control","second",14,"CSminus",5,1,7,6,3,14,15
"PIT",119,"control","second",15,"CSminus",6,3,12,5,4,20,21
"PIT",119,"control","second",16,"CSplus",4,1,8,6,4,11,24
"PIT",119,"control","second",17,"CSplus",5,1,15,1,3,18,16
"PIT",119,"control","second",18,"CSplus",6,1,10,4,3,22,15
"PIT",119,"control","second",19,"CSplus",7,3,11,22,4,21,38
"PIT",119,"control","second",20,"CSplus",8,5,10,27,5,18,41
"PIT",119,"control","second",21,"CSplus",9,1,12,5,4,16,16
"PIT",119,"control","second",22,"BL",7,2,6,10,4,14,25
"PIT",119,"control","second",23,"BL",8,2,9,4,2,16,12
"PIT",119,"control","second",24,"BL",9,1,9,9,1,16,11
"PIT",119,"control","second",25,"CSminus",7,3,7,12,3,10,23
"PIT",119,"control","second",26,"CSminus",8,2,9,12,2,13,17
"PIT",119,"control","second",27,"CSminus",9,2,10,8.5,3,12,16.5
"PIT",119,"control","second",28,"CSplus",10,3,11,7,3,16,19
"PIT",119,"control","second",29,"CSplus",11,1,8,5,3,14,19
"PIT",119,"control","second",30,"CSplus",12,2,5,13,3,12,22
"PIT",119,"control","second",31,"CSminus",10,4,7,18,4,15,35
"PIT",119,"control","second",32,"CSminus",11,0,15,0,2,18,13
"PIT",119,"control","second",33,"CSminus",12,1,10,6,2,18,21
"PIT",119,"control","second",34,"BL",10,3,8,18,3,11,30
"PIT",119,"control","second",35,"BL",11,1,8,4,3,17,18
"PIT",119,"control","second",36,"BL",12,1,13,5,3,15,21
"PIT",119,"control","second",37,"CSplus",13,1,7,2,2,15,11
"PIT",119,"control","second",38,"CSplus",14,0,9,0,1,15,2
"PIT",119,"control","second",39,"CSplus",15,1,10,14,1,17,16
"PIT",119,"control","second",40,"CSminus",13,0,11,0,2,19,10
"PIT",119,"control","second",41,"CSminus",14,0,9,0,2,15,11
"PIT",119,"control","second",42,"CSminus",15,0,9,0,2,14,10
"PIT",119,"control","second",43,"BL",13,0,12,0,3,15,16
"PIT",119,"control","second",44,"BL",14,2,12,5,3,19,16
"PIT",119,"control","second",45,"BL",15,3,10,8,3,16,19
"PIT",120,"control","second",1,"BL",1,8,26,140,8,18,108
"PIT",120,"control","second",2,"BL",2,9,22,124,9,14,90
"PIT",120,"control","second",3,"BL",3,10,27,101,10,22,68
"PIT",120,"control","second",4,"CSminus",1,10,25,103,8,18,70
"PIT",120,"control","second",5,"CSminus",2,9,26,95,9,19,73
"PIT",120,"control","second",6,"CSminus",3,9,25,67,5,17,33
"PIT",120,"control","second",7,"CSplus",1,9,28,132,9,22,104
"PIT",120,"control","second",8,"CSplus",2,9,25,117,9,21,80
"PIT",120,"control","second",9,"CSplus",3,8,29,117,6,20,68
"PIT",120,"control","second",10,"BL",4,10,27,133,10,21,86
"PIT",120,"control","second",11,"BL",5,10,28,150.5,9,25,88.5
"PIT",120,"control","second",12,"BL",6,10,26,113,9,21,42
"PIT",120,"control","second",13,"CSplus",4,9,22,102,5,20,27
"PIT",120,"control","second",14,"CSplus",5,7,28,88,6,21,37
"PIT",120,"control","second",15,"CSplus",6,9,25,93,5,20,21
"PIT",120,"control","second",16,"CSminus",4,5,26,66,2,21,11
"PIT",120,"control","second",17,"CSminus",5,4,29,44,4,21,25
"PIT",120,"control","second",18,"CSminus",6,4,26,44,3,19,20
"PIT",120,"control","second",19,"BL",7,7,27,79,5,18,28
"PIT",120,"control","second",20,"BL",8,9,25,90,5,21,34
